8b0f3fe2	8b0f3fe2334b717f230d7f5b4a1d43dd06eb2a37	2026-03-24	fix(threads): clean up local thread data after thread deletion (#1262)
b40b05f6	b40b05f62347818aac71b064573e360ef644188d	2026-03-23	feat(frontend): display token usage per conversation turn (#1229)
0431a67b	0431a67b689cbc53154e46add4612c20a4cabfcd	2026-03-24	fix(frontend): filter task tool calls when rendering SubtaskCard (#1242)
48a19755	48a197555ba36e915e5450a5f2afba7157b6db76	2026-03-24	fix(frontend): fix the build error of i18n (#1274)
d0049ad9	d0049ad904b3fee1eeaaed3c6b82d60fc96de19e	2026-03-24	chron(ci):setup the lint check in frontend (#1276)
c5ddc6a1	c5ddc6a1716e7a13a23a07ddf569fc354fe4340b	2026-03-24	build(deps): bump h3 from 1.15.5 to 1.15.10 in /frontend (#1280)
4b15f146	4b15f1464745339fdede86ff17420397a1237d9f	2026-03-24	fix: repair frontend check command and docs (#1281)
77b8ef79	77b8ef79cad6d77f2a445a980e636981deca9684	2026-03-25	fix(middleware): use HumanMessage in LoopDetectionMiddleware for Anthropic compat (#1300)
2eca58bd	2eca58bd86e861b694647f224634a6680361b9b7	2026-03-25	fix: add null checks for runtime.context in middlewares and tools (#1269)
ec46ae07	ec46ae075d8f91fbff9b0d227f76180e3ab64e49	2026-03-24	test: add unit tests for SubagentLimitMiddleware (#1306)
b8bc80d8	b8bc80d89b883d8682e523001f76fe5bb8d0e258	2026-03-25	refactor: extract shared skill installer and upload manager to harness (#1202)
adc51e54	adc51e541c36d9ce4181a4ab40602f155df56414	2026-03-25	fix(frontend): add stable ids for chat resizable panels (#1341)
d7e51076	d7e510763d83d6ed0cd9be6485212005caace07a	2026-03-25	fix: add null checks for runtime.context and tighten langgraph constraint (#1326)
1f0ae64e	1f0ae64e0218f04f3f524e118718d9bb7fb2c7b3	2026-03-25	test: add unit tests for DanglingToolCallMiddleware (#1305)
ac97dc6d	ac97dc6d426c92efeefa018cea4471c0bbd6834f	2026-03-25	test: add unit tests for TodoMiddleware (#1307)
4d1a69a9	4d1a69a9387de64a79a5b6641e929830d843c134	2026-03-26	fix(config): return full URLs for backend and LangGraph base URLs (#1392)
b3d3287b	b3d3287b80dfe7351622cf8d6f90adc7b2bc2896	2026-03-26	build(deps): bump requests from 2.32.5 to 2.33.0 in /backend (#1395)
b9583f72	b9583f7204b1cc9cc4f5dd57ebd3882f2a19b463	2026-03-26	Fix Windows backend test compatibility (#1384)
0d3cefaa	0d3cefaa5a57f9c0bbaeabd2c391d474b33a6757	2026-03-26	fix(gateway): enforce safe download for active artifact MIME types to mitigate stored XSS (#1389)
f80d1743	f80d1743ab035f5041a5a6e371853ae0de30cf1e	2026-03-26	Add security alerts to documents (#1413)
a4e4bb21	a4e4bb21e3f0843a1de2e03ea00864379fa6bb8a	2026-03-27	docs: add LangSmith tracing configuration and documentation (#1414)
47087007	47087007238bdc6ca88f801613e3279318dde732	2026-03-27	fix(middleware): return proper content format when no images viewed (#1454)
40a4acbb	40a4acbbeda09530060509c6d7002ef17b7e2444	2026-03-27	fix(sandbox): Relax upload permissions for aio sandbox sync (#1409)
18b07941	18b07941253caa1a14bde0efb0a40bbbec322e3a	2026-03-27	docs(SETUP): correct setup documentation links (#1478)
50db51d0	50db51d0fba96a9f323e370fd470cd4d0531f155	2026-03-27	chore(frontend): align format scripts with Makefile and README (#1481)
9a4e8f43	9a4e8f438ab5ce4d4157893aab9da32f24a4acfd	2026-03-27	docs(frontend): update better-auth README notes (#1487)
d22cab86	d22cab8614352d54b33b94c0b3d476f304b873cf	2026-03-28	fix: refactor to use getBaseOrigin for URL construction in backend and LangGraph base URL functions (#1494)
49f2e38f	49f2e38fbf6ceed1a617c6c8eca99133baaa7cc0	2026-03-28	fix: prevent SpeechRecognition instance leaks on render (#1369)
9caea026	9caea0266e3640179ef279b4a7367761fd6a442a	2026-03-28	fix(frontend): separate mock and default LangGraph clients (#1504)
c2dd8937	c2dd8937ed4dc4bb3888d3b61ac9f139421c4fa3	2026-03-28	Fix IM channel backend URLs in Docker (#1497)
690d80f4	690d80f46f09c615fc9500b959cec8f9181360f9	2026-03-28	fix(task_tool): fallback to configurable thread_id when context is mi… (#1343)
520c0352	520c0352b55034f4b061e3b866f20ff77d341d8a	2026-03-28	fix(middleware): fall back to configurable thread_id in MemoryMiddleware (#1425) (#1426)
89183ae7	89183ae76a6cac22567c006b10ab8e0f5003371c	2026-03-29	fix(channel): reject concurrent same-thread runs (#1465) (#1475)
481494b9	481494b9c0e679876c73f48dc834b8d3e8cb3dd9	2026-03-29	feat(client): support custom middleware injection (#1520)
084dc7e7	084dc7e74857d5d4a371106d58f8a161c28522de	2026-03-29	ci: enforce code formatting checks for backend and frontend (#1536)
25df82cb	25df82cbfdd521ef5fea7e4e6c7979a160856471	2026-03-29	style: format unformatted files and add .omc/ to prettierignore (#1539)
9e5ba74e	9e5ba74ecd88a2fccfd80c2ba75ca91bf6008e47	2026-03-29	fix(sandbox): allow MCP filesystem server paths in local bash commands (#1527)
118485a7	118485a7cb0242623937600200957247b5383a87	2026-03-29	fix(sandbox): fall back to config.configurable for thread_id in lazy sandbox init (#1529)
8b6c333a	8b6c333afc26d7b4dce5a624b5085a7f49c72103	2026-03-29	fix(docs): Correct security usage recommendations in README_zh.md (#1548)
92c7a20c	92c7a20cb74addc3038d2131da78f2e239ef542e	2026-03-29	[Security] Address critical host-shell escape in LocalSandboxProvider (#1547)
68c9e09a	68c9e09a7aeaff10cbe1778a32c000e3abbdf1c5	2026-03-29	fix: add Windows shell fallback for local sandbox (#1505)
75c4757f	75c4757f48409cd26edc805dcba7a0f008060233	2026-03-29	fix(nginx): re-resolve upstream DNS in Docker (#1517)
866cf4ef	866cf4ef7338ab217b7421ae6035f338e4676346	2026-03-29	fix(frontend): prevent submit during IME composition (#1562)
cdb2a3a0	cdb2a3a017f61a0cbb61def39a3949ee1bd9defe	2026-03-29	fix(sandbox): anchor relative paths to thread workspace in local mode (#1522)
9aa3ff7c	9aa3ff7c48434f84bafab8972bb517f4157ac042	2026-03-30	feat(sandbox): add SandboxAuditMiddleware for bash command security auditing (#1532)
c5034c03	c5034c03c7802c289678d0c0b1763f370a2268ee	2026-03-30	fix(dev): exclude sandbox dirs from gateway hot-reload watcher (#1519)
9e3d4848	9e3d4848589f4dd266aeed82a9056ccac689c69c	2026-03-30	fix(frontend): route agent checks to gateway (#1572)
ac9a6ee6	ac9a6ee6a25da477f00a287a01922678fa405776	2026-03-31	fix(langgraph): correct config.yaml mount path in docker-compose (#1679)
b356a13d	b356a13da572848e8e31c74b7060510282c61299	2026-03-31	fix(frontend): improve network error message for agent name check  (#1605)
09a92097	09a9209724c54edc09168fa6a1af563f7c3cf534	2026-03-31	fix: improve Windows compatibility in dependency check (#1550)
c2f7be37	c2f7be37b3104d3248b3203fc7d0fd920d128346	2026-03-31	fix(tools): move sandbox.tools import in view_image_tool to break circular import (#1674)
3ff15423	3ff15423d651e98cc99791a85e3a20607ee2c75e	2026-03-31	fix Windows Docker sandbox path mounting (#1634)
aae59a8b	aae59a8ba894c74ee455891cd692f257baafdf8f	2026-03-31	fix: surface configured sandbox mounts to agents (#1638)
a3bfea63	a3bfea631c2af0a3ef65e22abf0ed37bdca8123b	2026-03-31	fix(sandbox): serialize concurrent exec_command calls in AioSandbox (#1435)
cf43584d	cf43584d241f96f2429b656ab95aab49c5227112	2026-04-01	fix(artifact): enhance artifact content loading to include URL for non-write files (#1678)
3e461d9d	3e461d9d0896f3395408e9128f809d8744f9b4cf	2026-04-01	fix: use safe docker bind mount syntax for sandbox mounts (#1655)
0cdecf7b	0cdecf7b30bf5d369f4b6b24ab6fba4093955ee2	2026-04-01	feat(memory): structured reflection + correction detection in MemoryMiddleware (#1620) (#1668)
52c8c06c	52c8c06cf27406b91e888d35b27c0f091d004660	2026-04-01	fix: add --n-jobs-per-worker 10 to local dev Makefile (#1694)
68d44f67	68d44f6755b94047177311c29ad6da0e0ee8ca9d	2026-04-01	fix: share .deer-flow in docker-compose-dev for uploads (#1718)
82c3dbbc	82c3dbbc6bb6c7a8e5349144ffd77125d22618b2	2026-04-01	Fix Windows startup and dependency checks (#1709)
1fb5acee	1fb5acee3956338f4844f51afb6e30a79219a14f	2026-04-01	fix(gateway): prevent 400 error when client sends context with configurable (#1660)
0a379602	0a379602b80b45a1f91f5815e7171fa5d465fe63	2026-04-01	fix: avoid treating Feishu file paths as commands (#1654)
0eb6550c	0eb6550cf4c3b853056de404f96937bc121f4ae9	2026-04-01	fix(frontend): persist model selection per thread (#1553)
df5339b5	df5339b5d076fc71dd4e54d3f69c396fc2d63944	2026-04-02	feat(sandbox): truncate oversized bash and read_file tool outputs (#1677)
3aab2445	3aab2445a60ddae5a31b0958e857114a33c64eb2	2026-04-02	build(deps): bump aiohttp from 3.13.3 to 3.13.4 in /backend (#1750)
a2cb38f6	a2cb38f62bbd1b6d018a3368acd4bfeeff9e2fd2	2026-04-02	fix: prevent concurrent subagent file write conflicts in sandbox tools (#1714)
f56d0b48	f56d0b4869722111fb4d8ae8ed79e59699acb9e2	2026-04-02	fix(sandbox): exclude URL paths from absolute path validation (#1385) (#1419)
636053fb	636053fb6da8a61681ab2290ef25e32d9e3f4916	2026-04-02	fix(frontend): add missing rel="noopener noreferrer" to target="_blank" links (#1741)
8128a3bc	8128a3bc57f06582b4d899d667a5ee9451b9e9de	2026-04-02	fix: enable DanglingToolCallMiddleware for subagents (#1766)
c1366cf5	c1366cf559b7edd2831a727effda5d701a0b0440	2026-04-03	Add documents site (#1767)
6de9c7b4	6de9c7b43f5802ce7b84f87719a9402cd495f41b	2026-04-03	Improve Python reliability in channel retries and thread typing (#1776)
c6cdf200	c6cdf200ceae043d9c14982d1da1549fc3fb806b	2026-04-03	feat(sandbox): add built-in grep and glob tools (#1784)
1694c616	1694c616ef3e48be10862f5ce66ece1bd224dfaf	2026-04-03	feat(sandbox): add read-only support for local sandbox path mappings (#1808)
6dbdd467	6dbdd4674f25bc5c7d51fc863ba25ecee7de7b18	2026-04-03	fix: guarantee END sentinel delivery when stream bridge queue is full (#1695)
46d0c329	46d0c329c1b9c975b877aeeb85c864e0baf273c1	2026-04-03	fix(uploads): fall back to configurable.thread_id when runtime.context lacks thread_id (#1814)
5ff230ea	5ff230eafd29fd6dad8dd3ece58b3f3aba478ff9	2026-04-03	feat(uploads): inject document outline into agent context for converted files (#1738)
ddfc988b	ddfc988bef96456a87103d2cb0bef785d552e281	2026-04-03	feat(uploads): add pymupdf4llm PDF converter with auto-fallback and async offload (#1727)
db82b592	db82b5925498f2855cffbf5f52b47164b81de638	2026-04-04	fix(middleware): handle list-type AIMessage.content in LoopDetectionMiddleware (#1823)
fb2d99fd	fb2d99fd86eeaa997090c830b4f3908d5d78b051	2026-04-03	fix: add missing DEER_FLOW_CONFIG_PATH and DEER_FLOW_EXTENSIONS_CONFIG_PATH env vars to gateway service (fixes #1829) (#1836)
bbd08663	bbd0866374332c01889b5c597674b9a3efc50364	2026-04-04	feat(uploads): guide agent using agentic search for uploaded documents (#1816)
4ceb18c6	4ceb18c6e4fe5c241ab94446516d2414a7b1b689	2026-04-04	fix: use webpack for local frontend dev in serve.sh (#1832)
6473d389	6473d389178465746a3b353e7a534e6e42a5b88c	2026-04-04	fix(frontend): resolve button hydration mismatch with undefined variant/size (#1506)
163121d3	163121d327560469c508ca1cb324c428fa660700	2026-04-04	fix(uploads): handle split-bold headings and ** ** artefacts in extract_outline (#1838)
144c9b24	144c9b2464427d2f388815eff792e864f105d57a	2026-04-04	fix(frontend): block unsupported .app uploads (#1834)
